FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Oncall /OT,Bonus/OT/VSDP,0,0,5672.3,-5672.3,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Student/Hourly Wages,Salaries,46000,46000,101962.53,-55962.53,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringe Part time,Fringes,3773,3773,171.73,3601.27,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,222189,222189,413569.01,-191380.01,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Other Sales/Recovery,Recoveries & Revenue,0,0,483,-483,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Internal Service charge,Recoveries & Revenue,-30000,-30000,-425555.29,395555.29,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Technical/Printing,Supplies & Printing,0,0,6.98,-6.98,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Clothing/Supplies/Postage,Supplies & Printing,4400,4400,8610.22,-4210.219999999999,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Training/Travel,Training & Travel,6325,6325,422.74,5902.26,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,University/FMD/Parking,Other,0,0,4627.5,-4627.5,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,3600,3600,5214.63,-1614.63,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Software/Maintenance,Software & Maintenance,0,0,4939.48,-4939.48,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Equipment /RAMTECH,Equipment & Hardware,8800,8800,9238.689999999999,-438.6899999999987,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hourly Wages,Salaries,0,0,12499.34,-12499.34,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hourly Fringe,Salaries,0,0,69.89,-69.89,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,University Salary,Salaries,29023,31105,113666.81,-82561.81,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringe,Fringes,4620,4620,48800.39,-44180.39,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,VSDP/OT,Bonus/OT/VSDP,0,0,7328.25,-7328.25,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,3500,-3500,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Supplies/Employee Clothing,Supplies & Printing,0,18443,35540.15,-17097.15,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Other,Other,0,-318.7,14231.52,-14550.220000000001,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Bank Charges,Other,0,0,425.03,-425.03,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Revenue,Recoveries & Revenue,0,0,-191489.87000000002,191489.87000000002,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Internal Service Charge,Recoveries & Revenue,0,0,-5888.9,5888.9,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,0,0,20.54,-20.54,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Salaries,Salaries,567660,573906,443442.73,130463.27000000002,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,OnCall/OT,Bonus/OT/VSDP,0,0,5355.93,-5355.93,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Bonuses,Bonus/OT/VSDP,4333,4333,10750,-6417,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Student/Hourly Wages,Salaries,80417,80417,343302.26,-262885.26,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringe PT,Fringes,8627,8627,16414.18,-7787.18,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,198758,198758,171459.46000000002,27298.53999999998,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Internal charge/Printing,Supplies & Printing,0,0,-83838.6,83838.6,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Contractual/Other,Bonus/OT/VSDP,0,0,99.02000000000001,-99.02000000000001,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Clothing/Supplies/Postage,Supplies & Printing,10600,10600,6889.79,3710.21,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Training/Travel,Training & Travel,9966,9966,28015.809999999994,-18049.809999999994,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,University/FMD/Lease,Other,0,0,48,-48,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,44120,44120,71506.06,-27386.059999999998,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Software,Software & Maintenance,0,0,3734.06,-3734.06,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hardware/RamTech,Equipment & Hardware,13867,13867,10166.14,3700.8600000000006,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Equip Repair,Other,0,0,428559.56,-428559.56,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Electrical Repair,Other,0,0,6031.92,-6031.92,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Skilled Services,Contractual & Services,0,0,360.25,-360.25,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Supplies,Supplies & Printing,0,0,3095.82,-3095.82,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Equipment Install,Equipment & Hardware,0,0,177008.44,-177008.44,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Recoveries,Recoveries & Revenue,0,0,-9061.89,9061.89,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Classified Salary,Salaries,196572,196572,111917.25,84654.75,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,IT/University Salary,Salaries,269891,277282.1,527729.65,-250447.55000000005,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,On Call/OT,Bonus/OT/VSDP,0,0,4811.62,-4811.62,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Bonus,Bonus/OT/VSDP,0,0,10650,-10650,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Hourly/Student Wages,Salaries,65000,65000,139883.02,-74883.01999999999,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Fringe PT,Fringes,2538,2538,4833.89,-2295.8900000000003,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,42578,42578,239920.47,-197342.47,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Express/Shipping,Supplies & Printing,26500,26500,804.53,25695.47,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Contractual - Printing/Advertising,Supplies & Printing,50838,64038,9535.04,54502.96,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Software,Software & Maintenance,0,0,109394.94,-109394.94,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Supplies,Supplies & Printing,35600,24672.43,17563.489999999998,7108.940000000002,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Other Supplies,Supplies & Printing,0,0,786.55,-786.55,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Other,Other,0,0,6591,-6591,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Photographic Supplies,Supplies & Printing,110055,110055,189651.24,-79596.23999999999,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Fuel,Other,1000,1000,806.97,193.02999999999997,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Parking/Fleet,Other,0,0,3492.9,-3492.9,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Freight/Postage/Mail,Supplies & Printing,1000,1000,531.5999999999999,468.4000000000001,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Telecomm,Telecomm & Network,11800,11800,7010.8099999999995,4789.1900000000005,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Training/Travel,Training & Travel,4025,4025,970,3055,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,FMD/Data Install,Other,5000,5000,582.54,4417.46,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Bank Charges,Other,30000,30000,15171.72,14828.28,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Equipment/RamTech,Equipment & Hardware,52846,52846,15422.99,37423.01,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Other Allocated Cost,Other,-45036,-45036,2422.85,-47458.85,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-69708.62,14708.619999999995,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-477117.62,127117.62,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Classified/IT Salaries,Salaries,194796,195837,172435.92,23401.079999999987,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hourly/Bonus,Salaries,0,0,2000,-2000,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Hourly Fringe,Salaries,0,0,37,-37,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,66827,66827,67139.48,-312.4799999999959,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Technical/ Other,Other,68063,65166.63,3400,61766.63,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Software Cloud Subscriptions,Software & Maintenance,0,584240,591198.71,-6958.709999999963,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Contractual/Printing,Supplies & Printing,8432,8432,1.27,8430.73,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Supplies,Supplies & Printing,6316,6316,-22997.5,29313.5,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fuel/Fleet,Other,0,0,111.34,-111.34,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,6520,6520,1784.1100000000001,4735.889999999999,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Lease Equipment,Equipment & Hardware,5000,5000,1711.2,3288.8,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Training/Travel,Training & Travel,1725,1725,2925,-1200,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Internal charge,Recoveries & Revenue,0,0,507,-507,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Equipment/RAMTECH,Equipment & Hardware,2,2,79448,-79446,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Classified/IT/Univ. Salaries,Salaries,402230,406394,403506.88,2887.1199999999953,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Bonuses,Bonus/OT/VSDP,1000,1000,6000,-5000,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Fringes,Fringes,137109,137109,158082.09,-20973.089999999997,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Contractual/Internal,Contractual & Services,0,0,761.25,-761.25,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Technical/Printing,Supplies & Printing,0,0,775.7800000000001,-775.7800000000001,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,78.72,1121.28,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Training/Travel,Training & Travel,1725,1725,9930,-8205,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Telecomm/Wireless,Telecomm & Network,960,960,791.37,168.63,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Maintenance,Software & Maintenance,225160,217430.87,298250,-80819.13,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Software,Software & Maintenance,0,0,10284.11,-10284.11,2026-06-30,12,Jun
FY26,Technology Support Services,Technical Support Services,a/o 6/30/26,Equipment/RamTech,Equipment & Hardware,800,800,2348,-1548,2026-06-30,12,Jun
FY26,Campus Card Services,Technical Support Services,a/o 6/30/26,Printing Services,Supplies & Printing,0,19082,-3447.69,22529.69,2026-06-30,12,Jun
FY27,Central Services,Central Services,a/o 8/31/26,Univ. Salaries,Salaries,492726,492726,62975.94,-9401.419999999984,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Fringes,Fringes,162885,162885,24320.31,-31386.932759999996,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Printing/Postage,Supplies & Printing,0,0,1.88,-1.88,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Supplies,Supplies & Printing,6000,6000,450,5550,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Telecomm,Telecomm & Network,2291,2291,134.85,2156.15,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Tele Wireless/Data,Telecomm & Network,0,0,159.96,-159.96,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Telecomm,Telecomm & Network,0,0,6.75,-6.75,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Computer Software Cloud,Software & Maintenance,0,0,1041.01,-1041.01,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,IT/ University Salaries,Salaries,499763,499763,68297.72,-102730.19999999995,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Fringes,Fringes,236785,236785,26474.09,3577.259240000014,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Printing,Supplies & Printing,0,0,0.3,-0.3,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Electrical,Other,0,0,448.19,-448.19,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,1440,1440,29.95,1410.05,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Lease Equipment,Equipment & Hardware,3200,3200,167.93,3032.07,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Physical Plant/Repair,Other,1000,1000,216,784,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,4000,4000,293.45,3706.55,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Other,Other,0,0,15890,-15890,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Software Maintenance,Software & Maintenance,3209731,3209731,29862.12,3179868.88,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Software /Cloud Subscriptions / 637037,Software & Maintenance,0,0,228722.59,-228722.59,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Internal charge,Recoveries & Revenue,0,0,-1658.64,1658.64,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Hourly Wages,Salaries,0,0,23217,-23217,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Hourly Fringe,Salaries,0,0,222.93,-222.93,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,IT/Univ Salary,Salaries,188735,188735,63833.16,-321300.28,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Software,Software & Maintenance,0,0,762.03,-762.03,2026-08-31,2,Aug
FY27,Technology Services,Central Services,a/o 8/31/26,Tele Centrex,Telecomm & Network,1440,1440,74.95,1365.05,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Supplies/FMD,Supplies & Printing,183150,183150,226.8,182923.2,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Office Supplies/Other,Bonus/OT/VSDP,0,0,16193.47,-16193.47,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Network and Data Supplies,Supplies & Printing,0,0,34292.5,-34292.5,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,IT Salaries/Univ Salaries,Salaries,2405847,2405847,271069.19,266224.48,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Fringes,Fringes,838295,838295,103482.28,11682.581289999885,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Fuel/Postage,Supplies & Printing,0,0,65.95,-65.95,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Fleet Mgt/Parking,Other,7370,7370,1176,6194,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,23052,23052,529.09,22522.91,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Printing,Supplies & Printing,0,0,12.35,-12.35,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Operating Lease Equipment/Lease Bldg.,Equipment & Hardware,1500,1500,724.71,775.29,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Lease/Equipment,Equipment & Hardware,0,0,1766.66,-1766.66,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Recoveries/Labor/Data Install,Recoveries & Revenue,-50000,-50000,-90,-49910,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Recoveries/Internal,Recoveries & Revenue,-350000,-350000,-1783.44,-348216.56,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Network/Data Supplies,Supplies & Printing,1000000,1000000,29323.92,970676.08,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Data Installation,Other,0,0,-10955.46,10955.46,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Other (VCUHS),Other,0,0,-2086.74,2086.74,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Tele Circuits,Telecomm & Network,0,0,185.3,-185.3,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Skilled Services,Contractual & Services,196195,196195,5482.92,190712.08,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Software Cloud Subscriptions,Software & Maintenance,0,0,425,-425,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Internal Serv. Charge,Recoveries & Revenue,0,0,-12733.08,12733.08,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Info Tech Salaries,Salaries,1986473,1986473,214990.11,296666.1200000001,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,On Call,Bonus/OT/VSDP,8095,8095,20,8075,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Fringes,Fringes,875188,875188,81676.8,222757.11000999995,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Telecomm,Telecomm & Network,12813,12813,676.4300000000001,12136.57,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Leases/Printing,Supplies & Printing,2445,2445,110,2335,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Software/Cloud Subscriptions/637037,Software & Maintenance,0,0,39587,-39587,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Recoveries/SLA Fees,Recoveries & Revenue,-126453,-126453,-16031,-110422,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Recoveries/SAN Fees,Recoveries & Revenue,-40000,-40000,-28411,-11589,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Salaries,Salaries,574793,574793,63688.66,37124.68000000005,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,OT/VSDP/Bonuses,Bonus/OT/VSDP,3500,3500,5012.72,-1512.7200000000003,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Hourly Info Tech,Salaries,57000,57000,3030,53970,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Hourly Fringe,Salaries,3718,3718,228.7,3489.3,2026-08-31,2,Aug
FY27,Network Services,Network & Infrastructure,a/o 8/31/26,Fringes,Fringes,203833,203833,26249.47,-5846.598419999995,2026-08-31,2,Aug
FY27,Administrative Systems,Application Services,a/o 8/31/26,IT/Univ Salaries,Salaries,1469282,1469282,210861.84,-240943.71999999997,2026-08-31,2,Aug
FY27,Administrative Systems,Application Services,a/o 8/31/26,Fringe,Fringes,601295,601295,81629.76000000001,-60588.58155999996,2026-08-31,2,Aug
FY27,Administrative Systems,Application Services,a/o 8/31/26,Telecomm,Telecomm & Network,5280,5280,238,5042,2026-08-31,2,Aug
FY27,Administrative Systems,Application Services,a/o 8/31/26,Software Cloud Subscriptions,Software & Maintenance,0,0,74326.02,-74326.02,2026-08-31,2,Aug
FY27,Application Services,Application Services,a/o 8/31/26,Classified/IT/Univ. Salary,Salaries,1779195,1779195,198012.51,265739.02,2026-08-31,2,Aug
FY27,Application Services,Application Services,a/o 8/31/26,On Call,Bonus/OT/VSDP,9524,9524,124,9400,2026-08-31,2,Aug
FY27,Application Services,Application Services,a/o 8/31/26,Fringes,Fringes,614883,614883,75487.03,30319.347109999973,2026-08-31,2,Aug
FY27,Application Services,Application Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,13090,13090,346.9,12743.1,2026-08-31,2,Aug
FY27,Application Services,Application Services,a/o 8/31/26,Maintenance/Software,Software & Maintenance,253200,253200,23625,229575,2026-08-31,2,Aug
FY27,Application Services,Application Services,a/o 8/31/26,Software Cloud Subscription,Software & Maintenance,0,0,76954.97,-76954.97,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Info Tech Salaries,Salaries,-15253,-15253,92343.15,-752738.2000000001,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,University Salaries,Salaries,871089,871089,9568.62,794960.04,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Hourly/OnCall,Salaries,0,0,118.97,-118.97,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Fringe,Fringes,311339,311339,39414.76,-3504.584930000012,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Internal Serv. Charge,Recoveries & Revenue,0,0,1522.5,-1522.5,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Telecomm,Telecomm & Network,2000,2000,120,1880,2026-08-31,2,Aug
FY27,Central Services,Central Services,a/o 8/31/26,Software /Maintenance,Software & Maintenance,454154,454154,6515.73,447638.27,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,IT/Univ. Salaries,Salaries,681931,681931,82156.74,29087.079999999958,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Fringes,Fringes,238312,238312,31605.18,-14149.118660000007,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Fuel/Printing,Supplies & Printing,0,0,5.1,-5.1,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,2520,2520,294.75,2225.25,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Services/Leases,Other,0,0,107.22,-107.22,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Training/Travel,Training & Travel,4025,4025,150,3875,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Parking,Other,0,0,14112,-14112,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Salaries,Salaries,259936,259936,58962.509999999995,-201123.16999999998,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Hourly/Student Wages,Salaries,0,0,3454.96,-3454.96,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Fringe Part-time,Fringes,0,0,258.57,-258.57,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Fringes,Fringes,84774,84774,22753.11,-93590.51741999999,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Equipment lease/Printing,Supplies & Printing,0,0,35.38,-35.38,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Internal charge/Recovery,Recoveries & Revenue,0,0,-7010,7010,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Clothing/Supplies/Postage,Supplies & Printing,1867,1867,9.99,1857.01,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,1880,1880,119.8,1760.2,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Hardware/Software/Maint,Software & Maintenance,3733,3733,9967.57,-6234.57,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Salary/Research Salary,Salaries,309966,309966,63136.26,-191344.08000000002,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Student/Hourly Wages,Salaries,104390,104390,10285.11,94104.89,2026-08-31,2,Aug
